bommie_number,siteCode,siteNumber,date,startTime,endTime,site,lat_start,lon_start,lat_end,lon_end,x_coord,y_coord,live_coral_total,dead_coral_total,turf_total,macroalgae_total,rock_total,invertebrate_total,number_total_points,proportion_live_coral,proportion_dead_coral,proportion_turf,proportion_macroalgae,proportion_rock,proportion_invertebrate,final_coralSpecies,depth,height,length,width,circumference,depth_to_benthos,L_onLive,L_onDead,D_liveOnLive,D_liveOnDead,D_deadOnLive,D_deadOnDead,tridacna,spirobranchus,total_L,total_live_D,total_D,density_L_onLive,density_L_onDead,density_D_liveOnLive,density_D_liveOnDead,density_D_deadOnLive,density_D_deadOnDead,density_tridacna,density_spirobranchus,density_total_L,density_total_live_D,density_total_D,percent_N_jan,percent_N_may,percent_N_aug,jan_d15,may_d15,aug_d15,NHW_speed,NLW_speed,ELW_speed,avg_speed,NHW_speed_offshore,NLW_speed_offshore,ELW_speed_offshore,avg_speed_offshore,distanceOutBay,L_onLive_diameter_1,L_onLive_diameter_2,L_onLive_diameter_3,L_onLive_diameter_4,avg_L_onLive_diameter,max_L_onLive_diameter,min_L_onLive_diameter,L_onDead_diameter_1,L_onDead_diameter_2,L_onDead_diameter_3,L_onDead_diameter_4,avg_L_onDead_diameter,max_L_onDead_diameter,min_L_onDead_diameter,D_onLive_diameter_1,D_onLive_diameter_2,D_onLive_diameter_3,D_onLive_diameter_4,avg_D_onLive_diameter,max_D_onLive_diameter,min_D_onLive_diameter,D_onDead_diameter_1,D_onDead_diameter_2,D_onDead_diameter_3,D_onDead_diameter_4,avg_D_onDead_diameter,max_D_onDead_diameter,min_D_onDead_diameter,notes,collector1,collector2,collector3
5,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,32,-10,0,67,0,1,0,0,68,0.000,0.985,0.000,0.015,0.000,0.000,Porites lobata,293,56,81,73,243,349,0,61,0,23,0,17,1,1,61,23,40,,57.412,,21.647,,16.000,0.941,0.941,57.412,21.647,37.647,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,7.2,6.1,5.6,6.1,6.25,7.2,5.6,,,,,,,,4.4,5.5,6.2,3.2,4.825,6.2,3.2,,Ellie Fox,Zoe Fu-Chen,
6,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,33,-8,4,116,0,2,0,0,122,0.033,0.951,0.000,0.016,0.000,0.000,Porites lobata,243,74,95,70,241,317,0,21,0,0,0,22,0,4,21,0,22,0.000,11.390,0.000,0.000,0.000,11.932,0.000,2.098,11.016,0.000,11.541,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,7.1,7.1,8.3,8.3,7.7,8.3,7.1,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
7,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,42,-9,0,26,0,2,0,0,28,0.000,0.929,0.000,0.071,0.000,0.000,Porites lobata,278,29,66,37,149,307,0,6,0,1,0,7,0,0,6,1,8,,13.714,,2.286,,16.000,0.000,0.000,13.714,2.286,18.286,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,8.3,6.1,5.2,4.4,6,8.3,4.4,,,,,,,,5.1,,,,5.1,5.1,5.1,,Ellie Fox,Zoe Fu-Chen,
8,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,48,-1,26,17,0,5,2,0,50,0.520,0.340,0.000,0.100,0.040,0.000,Porites lobata,251,42,45,40,146,293,1,4,1,0,0,0,1,1,5,1,1,2.462,10.667,2.462,0.000,0.000,0.000,1.280,1.280,6.400,1.280,1.280,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,2.2,,,,2.2,2.2,2.2,9.4,7,5.6,8.1,7.525,9.4,5.6,4.1,,,,4.1,4.1,4.1,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
9,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,50,-9,12,0,0,0,0,0,12,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,292,15,34,26,79,307,0,0,0,0,0,0,0,0,0,0,0,0.000,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
10,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,50,-1,19,12,0,1,0,1,33,0.576,0.364,0.000,0.030,0.000,0.030,Porites lobata,244,33,45,34,142,277,0,3,3,1,0,3,0,9,3,4,7,0.000,13.714,10.105,4.571,0.000,13.714,0.000,17.455,5.818,7.758,13.576,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,4.1,3.5,8.3,,5.3,8.3,3.5,5.1,5.6,5.1,,5.266666667,5.6,5.1,4.3,,,,4.3,4.3,4.3,,Ellie Fox,Zoe Fu-Chen,
11,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,3,7,34,55,0,2,0,2,93,0.366,0.591,0.000,0.022,0.000,0.022,Porites lobata,210,59,98,84,240,269,6,19,10,4,0,20,3,2,25,14,34,11.294,20.610,18.824,4.339,0.000,21.695,2.065,1.376,17.204,9.634,23.398,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,2,3,3,1.4,2.35,3,1.4,6,4.5,7.7,5.1,5.825,7.7,4.5,3,3.2,2,2,2.55,3.2,2,4,2.5,2,3,2.875,4,2,,Natalie Loftus,Ethan Kahn,Anthony Baniaga
12,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,7,5,23,0,0,11,0,0,34,0.676,0.000,0.000,0.324,0.000,0.000,Porites lobata,180,60,45,35,87,240,4,0,3,0,2,0,0,1,4,3,5,11.130,0.000,8.348,0.000,5.565,0.000,0.000,1.882,7.529,5.647,9.412,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,2,2,3.1,4,2.775,4,2,,,,,,,,4,5,2,,3.666666667,5,2,,,,,,,,,Natalie Loftus,Ethan Kahn,Anthony Baniaga
13,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,12,7,25,15,0,2,0,0,42,0.595,0.357,0.000,0.048,0.000,0.000,Porites lobata,187,48,65,54,148,235,4,1,3,0,0,2,1,5,5,3,5,10.240,3.765,7.680,0.000,0.000,7.529,1.524,7.619,7.619,4.571,7.619,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,0.1,1,1.4,2.1,1.15,2.1,0.1,1.4,,,,1.4,1.4,1.4,5,5,3.1,,4.366666667,5,3.1,,,,,,,,,Natalie Loftus,Ethan Kahn,Anthony Baniaga
14,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,12,9,46,7,1,0,0,0,54,0.852,0.130,0.019,0.000,0.000,0.000,Porites lobata,214,43,80,77,188,255,1,0,0,0,1,0,0,4,1,0,1,1.391,0.000,0.000,0.000,1.391,0.000,0.000,4.741,1.185,0.000,1.185,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,3.1,,,,3.1,3.1,3.1,,,,,,,,4.1,,,,4.1,4.1,4.1,,,,,,,,,Natalie Loftus,Ethan Kahn,Anthony Baniaga
15,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,13,4,6,4,0,0,0,0,10,0.600,0.400,0.000,0.000,0.000,0.000,Porites lobata,225,30,37,35,105,255,0,4,0,0,0,0,0,0,4,0,0,0.000,64.000,0.000,0.000,0.000,0.000,0.000,0.000,25.600,0.000,0.000,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,5.2,3.7,5.3,9.5,5.925,9.5,3.7,,,,,,,,,,,,,,,,Natalie Loftus,Ethan Kahn,Anthony Baniaga
16,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,15,10,0,16,0,8,0,0,24,0.000,0.667,0.000,0.333,0.000,0.000,Porites lobata,205,45,77,53,167,250,0,15,1,2,0,10,1,0,15,3,13,,40.000,,5.333,,26.667,2.667,0.000,40.000,8.000,34.667,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,5.2,4.1,7,5,5.325,7,4.1,2.1,,,,2.1,2.1,2.1,2,1.3,,,1.65,2,1.3,day 2,Natalie Loftus,Ethan Kahn,Anthony Baniaga
18,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,22,2,25,9,0,0,0,0,34,0.735,0.265,0.000,0.000,0.000,0.000,Porites lobata,223,55,57,49,123,278,1,8,2,0,0,4,0,1,9,2,6,2.560,56.889,5.120,0.000,0.000,28.444,0.000,1.882,16.941,3.765,11.294,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,9,,,,9,9,9,6,4,3,2.5,3.875,6,2.5,2,3.1,,,2.55,3.1,2,,,,,,,,day 2,Natalie Loftus,Ethan Kahn,Anthony Baniaga
19,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,33,0,94,2,0,0,0,0,96,0.979,0.021,0.000,0.000,0.000,0.000,Porites lobata,225,52,91,87,197,277,1,0,6,0,0,0,0,7,1,6,6,0.681,0.000,4.085,0.000,0.000,0.000,0.000,4.667,0.667,4.000,4.000,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,1.4,,,,1.4,1.4,1.4,,,,,,,,0.7,5,6,2.5,3.55,6,0.7,,,,,,,,day 2,Natalie Loftus,Ethan Kahn,Anthony Baniaga
20,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,33,10,12,47,0,12,0,0,71,0.169,0.662,0.000,0.169,0.000,0.000,Porites lobata,240,54,87,74,,294,1,5,0,1,2,20,0,1,6,1,23,5.333,5.424,0.000,1.085,10.667,21.695,0.000,0.901,5.408,0.901,20.732,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,1,,,,1,1,1,4,4.1,6,6,5.025,6,4,1,1.4,,,1.2,1.4,1,4.1,,,,4.1,4.1,4.1,day 2,Natalie Loftus,Ethan Kahn,Anthony Baniaga
